"GEOID","Name","Year","HS_Ed","Unemployed","Food_Stamps","Poverty"
"39003","Allen County, Ohio",2010,0.9,1,1,1.1
"39005","Ashland County, Ohio",2010,1.4,1.3,1,2.4
"39007","Ashtabula County, Ohio",2010,0.9,0.9,1.2,1.3
"39009","Athens County, Ohio",2010,1.4,1.3,1.5,1.8
"39011","Auglaize County, Ohio",2010,1,1.1,1.1,1.1
"39013","Belmont County, Ohio",2010,0.9,0.8,1.3,1.6
"39015","Brown County, Ohio",2010,1.5,1.5,1.2,1.8
"39017","Butler County, Ohio",2010,0.7,0.5,0.6,0.6
"39019","Carroll County, Ohio",2010,1.7,1.2,1.5,2.2
"39021","Champaign County, Ohio",2010,1.3,1.8,1.6,2
"39023","Clark County, Ohio",2010,0.7,0.8,0.9,1.2
"39025","Clermont County, Ohio",2010,0.7,0.6,0.6,0.6
"39027","Clinton County, Ohio",2010,1.5,1.5,1.6,1.8
"39029","Columbiana County, Ohio",2010,0.9,0.9,1.1,1.4
"39031","Coshocton County, Ohio",2010,1.3,1.7,1.6,2.2
"39033","Crawford County, Ohio",2010,1.3,1.5,1.6,1.5
"39035","Cuyahoga County, Ohio",2010,0.2,0.3,0.3,0.3
"39037","Darke County, Ohio",2010,1,1.1,0.9,1.2
"39039","Defiance County, Ohio",2010,1.1,1.4,1.6,1.9
"39041","Delaware County, Ohio",2010,0.4,0.4,0.4,0.5
"39043","Erie County, Ohio",2010,0.9,0.9,1.1,1.3
"39045","Fairfield County, Ohio",2010,0.6,0.7,0.9,1
"39047","Fayette County, Ohio",2010,1.4,1.4,1.7,2.2
"39049","Franklin County, Ohio",2010,0.3,0.3,0.3,0.4
"39051","Fulton County, Ohio",2010,1.2,1.2,1.2,1.5
"39053","Gallia County, Ohio",2010,2.2,1.9,2.3,2.9
"39055","Geauga County, Ohio",2010,0.8,0.7,0.8,1.2
"39057","Greene County, Ohio",2010,0.6,0.6,0.7,0.9
"39059","Guernsey County, Ohio",2010,1.3,1.4,1.7,1.9
"39061","Hamilton County, Ohio",2010,0.4,0.3,0.3,0.5
"39063","Hancock County, Ohio",2010,0.8,0.9,0.9,1.1
"39065","Hardin County, Ohio",2010,1.9,1.4,1.4,2.2
"39067","Harrison County, Ohio",2010,2.3,2.1,2.4,2.7
"39069","Henry County, Ohio",2010,2.5,1.5,1.4,1.5
"39071","Highland County, Ohio",2010,1.7,1.8,1.6,1.7
"39073","Hocking County, Ohio",2010,1.6,1.5,2.1,2.2
"39075","Holmes County, Ohio",2010,2.7,1.1,1.2,2.4
"39077","Huron County, Ohio",2010,1,0.8,1.3,1.7
"39079","Jackson County, Ohio",2010,2.1,2,2.2,2.8
"39081","Jefferson County, Ohio",2010,0.9,1,1.3,1.2
"39083","Knox County, Ohio",2010,1.1,1.1,1.4,2.1
"39085","Lake County, Ohio",2010,0.5,0.5,0.5,0.6
"39087","Lawrence County, Ohio",2010,1.2,1,1.5,1.6
"39089","Licking County, Ohio",2010,0.8,0.7,0.7,0.8
"39091","Logan County, Ohio",2010,1.5,1.2,1.4,2.2
"39093","Lorain County, Ohio",2010,0.5,0.5,0.5,0.7
"39095","Lucas County, Ohio",2010,0.4,0.5,0.5,0.6
"39097","Madison County, Ohio",2010,1.3,1.1,1.7,1.9
"39099","Mahoning County, Ohio",2010,0.5,0.7,0.6,0.9
"39101","Marion County, Ohio",2010,1.2,1,1.4,1.5
"39103","Medina County, Ohio",2010,0.5,0.5,0.5,0.6
"39105","Meigs County, Ohio",2010,2,2.4,1.9,2.5
"39107","Mercer County, Ohio",2010,1.1,0.9,1.2,1.2
"39109","Miami County, Ohio",2010,0.8,0.8,0.9,1
"39111","Monroe County, Ohio",2010,1.8,1.6,2.3,2.9
"39113","Montgomery County, Ohio",2010,0.4,0.4,0.4,0.5
"39115","Morgan County, Ohio",2010,2.4,1.8,2.4,3.2
"39117","Morrow County, Ohio",2010,1.7,1.4,1.9,2.1
"39119","Muskingum County, Ohio",2010,0.9,1.2,1.3,1.4
"39121","Noble County, Ohio",2010,2.2,2.9,3.2,3.6
"39123","Ottawa County, Ohio",2010,1.2,1.2,1.1,1.4
"39125","Paulding County, Ohio",2010,1.6,1.6,1.9,1.9
"39127","Perry County, Ohio",2010,1.6,1.6,1.7,2.4
"39129","Pickaway County, Ohio",2010,1.5,1.2,1.4,1.9
"39131","Pike County, Ohio",2010,2.8,2.7,3,3
"39133","Portage County, Ohio",2010,0.6,0.6,0.8,0.9
"39135","Preble County, Ohio",2010,1.1,1.1,1.1,1.5
"39137","Putnam County, Ohio",2010,0.9,0.7,1.3,1.2
"39139","Richland County, Ohio",2010,0.9,0.9,1,1.1
"39141","Ross County, Ohio",2010,1.1,1.2,1.5,1.7
"39143","Sandusky County, Ohio",2010,1,0.8,1.1,1.5
"39145","Scioto County, Ohio",2010,1.3,1.4,1.5,1.7
"39147","Seneca County, Ohio",2010,1.1,1.2,1.1,1.4
"39149","Shelby County, Ohio",2010,1.4,1,1.4,1.7
"39151","Stark County, Ohio",2010,0.4,0.5,0.5,0.6
"39153","Summit County, Ohio",2010,0.4,0.4,0.5,0.5
"39155","Trumbull County, Ohio",2010,0.6,0.6,0.7,0.9
"39157","Tuscarawas County, Ohio",2010,1,0.8,1.1,1.1
"39159","Union County, Ohio",2010,1,1.2,1.1,1.1
"39161","Van Wert County, Ohio",2010,1.2,1.3,1.4,1.9
"39163","Vinton County, Ohio",2010,3.3,2.3,3.5,3.1
"39165","Warren County, Ohio",2010,0.6,0.6,0.5,0.6
"39167","Washington County, Ohio",2010,0.9,1,1.1,1.5
"39169","Wayne County, Ohio",2010,0.9,0.7,0.9,1
"39171","Williams County, Ohio",2010,1.3,1.5,1.2,1.9
"39173","Wood County, Ohio",2010,0.6,0.9,0.7,0.8
"39175","Wyandot County, Ohio",2010,1.4,1.4,1.6,1.7
"39159","Union County, Ohio",2011,1,1.1,1.2,1.4
"39131","Pike County, Ohio",2011,2.4,2.7,2.2,2.6
"39125","Paulding County, Ohio",2011,1.6,1.7,1.8,2.2
"39061","Hamilton County, Ohio",2011,0.4,0.3,0.3,0.5
"39049","Franklin County, Ohio",2011,0.3,0.2,0.3,0.4
"39101","Marion County, Ohio",2011,1.3,0.9,1.3,1.5
"39157","Tuscarawas County, Ohio",2011,1,0.9,1.1,1.3
"39169","Wayne County, Ohio",2011,0.7,0.7,0.8,1.1
"39015","Brown County, Ohio",2011,1.7,1.6,1.3,1.6
"39017","Butler County, Ohio",2011,0.5,0.4,0.6,0.7
"39067","Harrison County, Ohio",2011,2.2,1.8,2.1,2.9
"39083","Knox County, Ohio",2011,1.1,1.4,1.4,1.6
"39089","Licking County, Ohio",2011,0.7,0.7,0.8,0.8
"39139","Richland County, Ohio",2011,0.9,1,1,1.1
"39163","Vinton County, Ohio",2011,3.2,2.4,3.4,3.9
"39019","Carroll County, Ohio",2011,1.8,1.3,1.6,2.3
"39063","Hancock County, Ohio",2011,1,1.1,1,1.4
"39025","Clermont County, Ohio",2011,0.7,0.5,0.5,0.8
"39045","Fairfield County, Ohio",2011,0.6,0.7,0.8,1
"39039","Defiance County, Ohio",2011,1.2,1.3,1.4,1.8
"39071","Highland County, Ohio",2011,1.6,1.7,2,2.3
"39069","Henry County, Ohio",2011,1.7,1.5,1.7,2
"39081","Jefferson County, Ohio",2011,1,1.1,1.2,1.3
"39133","Portage County, Ohio",2011,0.7,0.7,0.9,1
"39137","Putnam County, Ohio",2011,0.9,0.8,1.2,1
"39013","Belmont County, Ohio",2011,1.1,1,1.1,1.2
"39027","Clinton County, Ohio",2011,1.1,1.6,1.7,1.7
"39047","Fayette County, Ohio",2011,1.7,1.6,2.1,2.3
"39127","Perry County, Ohio",2011,1.5,1.7,1.8,2.1
"39129","Pickaway County, Ohio",2011,1.3,1.1,1.8,1.8
"39097","Madison County, Ohio",2011,1.4,1.1,1.7,1.6
"39119","Muskingum County, Ohio",2011,0.9,1.1,1.1,1.2
"39143","Sandusky County, Ohio",2011,1.4,0.9,1.2,1.5
"39161","Van Wert County, Ohio",2011,1.4,1.5,1.5,1.6
"39167","Washington County, Ohio",2011,1.1,1.1,1.1,1.7
"39011","Auglaize County, Ohio",2011,1.2,0.9,1,1
"39037","Darke County, Ohio",2011,1.3,1.2,1,1.3
"39123","Ottawa County, Ohio",2011,1.2,1.1,1.2,1.3
"39065","Hardin County, Ohio",2011,2,1.7,1.8,2.7
"39079","Jackson County, Ohio",2011,1.9,1.9,2.3,2.8
"39077","Huron County, Ohio",2011,1,1.1,1.2,1.5
"39009","Athens County, Ohio",2011,1.2,1.3,1.9,1.8
"39001","Adams County, Ohio",2011,2,2.1,2.2,2.4
"39103","Medina County, Ohio",2011,0.5,0.5,0.6,0.8
"39095","Lucas County, Ohio",2011,0.5,0.5,0.6,0.7
"39121","Noble County, Ohio",2011,3,2.9,4.1,4.2
"39147","Seneca County, Ohio",2011,1,1.1,1.3,1.6
"39151","Stark County, Ohio",2011,0.5,0.6,0.4,0.7
"39031","Coshocton County, Ohio",2011,1.4,1.7,1.7,2
"39041","Delaware County, Ohio",2011,0.5,0.5,0.4,0.5
"39055","Geauga County, Ohio",2011,0.7,0.8,0.8,1
"39073","Hocking County, Ohio",2011,1.5,1.6,1.6,2.1
"39085","Lake County, Ohio",2011,0.5,0.6,0.5,0.6
"39141","Ross County, Ohio",2011,1.3,1.5,1.5,1.8
"39035","Cuyahoga County, Ohio",2011,0.2,0.3,0.3,0.4
"39075","Holmes County, Ohio",2011,2.5,1.1,1.5,2.6
"39109","Miami County, Ohio",2011,0.8,0.9,0.9,1.2
"39111","Monroe County, Ohio",2011,1.8,1.6,1.9,2.6
"39155","Trumbull County, Ohio",2011,0.5,0.6,0.7,1
"39173","Wood County, Ohio",2011,0.6,0.9,0.8,0.8
"39005","Ashland County, Ohio",2011,1.3,1.5,1.1,2.1
"39105","Meigs County, Ohio",2011,2.3,2,2.2,2.5
"39021","Champaign County, Ohio",2011,1.4,1.8,1.8,2
"39057","Greene County, Ohio",2011,0.6,0.6,0.7,1
"39087","Lawrence County, Ohio",2011,1.3,1.1,1.5,1.8
"39115","Morgan County, Ohio",2011,2.4,2.1,2.9,2.7
"39175","Wyandot County, Ohio",2011,1.6,1.5,2,1.7
"39043","Erie County, Ohio",2011,1,1,1.2,1.3
"39091","Logan County, Ohio",2011,1.3,1.3,1.5,1.9
"39153","Summit County, Ohio",2011,0.4,0.4,0.4,0.6
"39149","Shelby County, Ohio",2011,1.2,1.2,1.3,1.6
"39171","Williams County, Ohio",2011,1.4,1.8,1.5,1.7
"39029","Columbiana County, Ohio",2011,0.9,1,1,1.1
"39051","Fulton County, Ohio",2011,1.1,1.2,1.6,1.8
"39053","Gallia County, Ohio",2011,1.5,1.7,2.2,2.8
"39099","Mahoning County, Ohio",2011,0.5,0.6,0.7,0.7
"39145","Scioto County, Ohio",2011,1.4,1.3,1.4,1.9
"39117","Morrow County, Ohio",2011,1.8,1.6,2.2,2.1
"39135","Preble County, Ohio",2011,1.2,1.1,1.3,1.5
"39003","Allen County, Ohio",2011,0.9,1.1,1.1,1.3
"39033","Crawford County, Ohio",2011,1.5,1.4,1.4,1.8
"39059","Guernsey County, Ohio",2011,1.5,1.3,1.6,2.1
"39107","Mercer County, Ohio",2011,1.1,0.9,1.2,1.4
"39023","Clark County, Ohio",2011,0.8,0.7,0.9,1.1
"39093","Lorain County, Ohio",2011,0.4,0.6,0.5,0.8
"39113","Montgomery County, Ohio",2011,0.3,0.4,0.5,0.6
"39165","Warren County, Ohio",2011,0.5,0.7,0.6,0.6
"39007","Ashtabula County, Ohio",2011,0.9,0.9,1.2,1.3
"39159","Union County, Ohio",2012,1,1,1.4,1.3
"39131","Pike County, Ohio",2012,2.1,2.8,2.1,3.2
"39125","Paulding County, Ohio",2012,1.5,1.7,1.9,2.1
"39061","Hamilton County, Ohio",2012,0.3,0.3,0.4,0.5
"39049","Franklin County, Ohio",2012,0.2,0.3,0.3,0.5
"39101","Marion County, Ohio",2012,1,1.1,1.5,1.6
"39157","Tuscarawas County, Ohio",2012,0.9,0.8,1,1.3
"39169","Wayne County, Ohio",2012,0.8,0.6,0.9,1
"39015","Brown County, Ohio",2012,1.4,1.6,1.6,1.6
"39017","Butler County, Ohio",2012,0.5,0.5,0.6,0.7
"39067","Harrison County, Ohio",2012,2.4,1.8,2.1,2.8
"39083","Knox County, Ohio",2012,1.2,1.1,1.4,1.8
"39089","Licking County, Ohio",2012,0.7,0.6,0.9,0.9
"39139","Richland County, Ohio",2012,0.7,0.9,0.8,1
"39163","Vinton County, Ohio",2012,3.2,2.4,3.2,3.5
"39019","Carroll County, Ohio",2012,1.8,1.5,1.7,2.2
"39063","Hancock County, Ohio",2012,0.9,1.1,1.2,1.6
"39025","Clermont County, Ohio",2012,0.7,0.7,0.6,0.7
"39045","Fairfield County, Ohio",2012,0.6,0.7,0.8,0.9
"39039","Defiance County, Ohio",2012,1.3,1.4,1.7,1.9
"39071","Highland County, Ohio",2012,1.4,1.6,2,2.3
"39069","Henry County, Ohio",2012,1.3,1.6,1.6,1.9
"39081","Jefferson County, Ohio",2012,0.9,1,1.2,1.2
"39133","Portage County, Ohio",2012,0.6,0.8,0.8,0.9
"39137","Putnam County, Ohio",2012,0.9,1,1.1,1.2
"39013","Belmont County, Ohio",2012,0.8,1,1.1,1.3
"39027","Clinton County, Ohio",2012,1.2,1.7,1.8,1.7
"39047","Fayette County, Ohio",2012,1.7,2,1.9,2.1
"39127","Perry County, Ohio",2012,1.5,1.5,1.7,1.9
"39129","Pickaway County, Ohio",2012,1.2,1.2,1.7,1.9
"39097","Madison County, Ohio",2012,1.2,1.1,1.4,1.6
"39119","Muskingum County, Ohio",2012,0.9,1.3,1.3,1.4
"39143","Sandusky County, Ohio",2012,1.1,0.9,1.2,1.4
"39161","Van Wert County, Ohio",2012,1.2,1.8,1.5,1.7
"39167","Washington County, Ohio",2012,1.2,1,1.3,1.6
"39011","Auglaize County, Ohio",2012,1.1,1,1.2,1.3
"39037","Darke County, Ohio",2012,0.9,1.2,1,1.4
"39123","Ottawa County, Ohio",2012,1,1,1.2,1.5
"39065","Hardin County, Ohio",2012,1.7,1.6,1.5,2.6
"39079","Jackson County, Ohio",2012,1.9,2,2.1,2.7
"39077","Huron County, Ohio",2012,0.9,1,1.5,1.4
"39009","Athens County, Ohio",2012,1.3,1.3,1.6,1.9
"39001","Adams County, Ohio",2012,1.8,2.2,2.3,2.8
"39103","Medina County, Ohio",2012,0.5,0.5,0.6,0.7
"39095","Lucas County, Ohio",2012,0.4,0.6,0.6,0.6
"39121","Noble County, Ohio",2012,3,2.7,4,3.6
"39147","Seneca County, Ohio",2012,1.1,1.1,1.5,1.7
"39151","Stark County, Ohio",2012,0.4,0.5,0.6,0.7
"39031","Coshocton County, Ohio",2012,1.3,1.5,1.7,2.2
"39041","Delaware County, Ohio",2012,0.4,0.4,0.5,0.6
"39055","Geauga County, Ohio",2012,0.8,0.6,0.8,1.3
"39073","Hocking County, Ohio",2012,1.3,1.7,2.2,2.4
"39085","Lake County, Ohio",2012,0.5,0.5,0.5,0.6
"39141","Ross County, Ohio",2012,1.2,1.5,1.4,1.7
"39035","Cuyahoga County, Ohio",2012,0.3,0.3,0.2,0.4
"39075","Holmes County, Ohio",2012,2.3,1,1.5,2.2
"39109","Miami County, Ohio",2012,0.9,0.7,0.9,1.2
"39111","Monroe County, Ohio",2012,1.5,1.5,1.9,2.8
"39155","Trumbull County, Ohio",2012,0.6,0.7,0.8,0.8
"39173","Wood County, Ohio",2012,0.6,0.9,0.9,0.9
"39005","Ashland County, Ohio",2012,1.2,1.5,1.5,2.2
"39105","Meigs County, Ohio",2012,2,2,2.2,2.8
"39021","Champaign County, Ohio",2012,1,1.5,1.7,2
"39057","Greene County, Ohio",2012,0.6,0.6,0.8,1
"39087","Lawrence County, Ohio",2012,1.5,1.3,1.5,1.9
"39115","Morgan County, Ohio",2012,2.2,2.2,3.2,2.8
"39175","Wyandot County, Ohio",2012,1.2,1.7,1.6,1.8
"39043","Erie County, Ohio",2012,0.8,1.1,1.3,1.5
"39091","Logan County, Ohio",2012,1.4,1.4,1.6,2.2
"39153","Summit County, Ohio",2012,0.3,0.4,0.5,0.5
"39149","Shelby County, Ohio",2012,1.4,1.2,1.4,1.4
"39171","Williams County, Ohio",2012,1.3,1.8,1.6,2
"39029","Columbiana County, Ohio",2012,0.9,1,1.1,1.3
"39051","Fulton County, Ohio",2012,1.1,1.2,1.2,1.6
"39053","Gallia County, Ohio",2012,1.7,1.8,2.2,2.4
"39099","Mahoning County, Ohio",2012,0.6,0.6,0.7,0.8
"39145","Scioto County, Ohio",2012,1.2,1.4,1.6,1.6
"39117","Morrow County, Ohio",2012,1.7,1.3,2.4,2.8
"39135","Preble County, Ohio",2012,1.1,1.1,1.3,1.6
"39003","Allen County, Ohio",2012,0.8,1.1,1.1,1.2
"39033","Crawford County, Ohio",2012,1.2,1.2,1.6,1.7
"39059","Guernsey County, Ohio",2012,1.3,1.7,1.6,2.2
"39107","Mercer County, Ohio",2012,1.1,0.9,1.3,1.1
"39023","Clark County, Ohio",2012,0.7,0.8,0.7,1
"39093","Lorain County, Ohio",2012,0.5,0.6,0.6,0.8
"39113","Montgomery County, Ohio",2012,0.3,0.5,0.4,0.7
"39165","Warren County, Ohio",2012,0.5,0.5,0.7,0.7
"39007","Ashtabula County, Ohio",2012,1,1,1.1,1.3
"39159","Union County, Ohio",2013,0.8,1.1,1.3,1.3
"39131","Pike County, Ohio",2013,2.3,3.3,2.5,3.2
"39125","Paulding County, Ohio",2013,1.4,1.7,2.3,2.2
"39061","Hamilton County, Ohio",2013,0.3,0.3,0.4,0.5
"39049","Franklin County, Ohio",2013,0.3,0.2,0.4,0.5
"39101","Marion County, Ohio",2013,1,1.1,1.5,1.6
"39157","Tuscarawas County, Ohio",2013,0.9,0.9,1,1.2
"39169","Wayne County, Ohio",2013,0.8,0.7,0.9,1.1
"39015","Brown County, Ohio",2013,1.5,1.8,1.6,1.7
"39017","Butler County, Ohio",2013,0.5,0.5,0.6,0.5
"39067","Harrison County, Ohio",2013,2,2.1,2.2,2.2
"39083","Knox County, Ohio",2013,1.1,1.1,1.4,1.7
"39089","Licking County, Ohio",2013,0.6,0.7,0.9,0.9
"39139","Richland County, Ohio",2013,0.8,1.1,1.2,1.2
"39163","Vinton County, Ohio",2013,2.5,2.3,3,3.2
"39019","Carroll County, Ohio",2013,1.6,1.7,1.9,2.6
"39063","Hancock County, Ohio",2013,0.9,1.1,1.2,1.2
"39081","Jefferson County, Ohio",2013,0.7,1.2,1.3,1.2
"39039","Defiance County, Ohio",2013,1.2,1.5,1.7,1.8
"39071","Highland County, Ohio",2013,1.5,2,1.8,1.7
"39069","Henry County, Ohio",2013,1.2,1.7,1.6,1.9
"39133","Portage County, Ohio",2013,0.6,0.7,0.8,1
"39137","Putnam County, Ohio",2013,1,0.9,1,1.1
"39013","Belmont County, Ohio",2013,0.9,1,1.1,1.2
"39027","Clinton County, Ohio",2013,1.1,1.6,1.8,2
"39047","Fayette County, Ohio",2013,1.6,1.7,2.1,2.4
"39127","Perry County, Ohio",2013,1.5,1.6,2.2,2.4
"39129","Pickaway County, Ohio",2013,1.2,1.2,1.5,2
"39097","Madison County, Ohio",2013,1.3,1,1.5,1.9
"39119","Muskingum County, Ohio",2013,0.8,1,1.3,1.2
"39143","Sandusky County, Ohio",2013,0.9,0.8,1.2,1.4
"39161","Van Wert County, Ohio",2013,1.2,1.7,1.6,1.6
"39167","Washington County, Ohio",2013,1,1.1,1.4,1.7
"39011","Auglaize County, Ohio",2013,1,1.1,1.4,1.4
"39037","Darke County, Ohio",2013,0.9,1.3,1.3,1.4
"39123","Ottawa County, Ohio",2013,1,1.1,1,1.4
"39065","Hardin County, Ohio",2013,1.7,1.7,2.2,3.2
"39079","Jackson County, Ohio",2013,1.9,2.4,2.4,2.8
"39077","Huron County, Ohio",2013,1.2,1,1.2,1.7
"39009","Athens County, Ohio",2013,1,1.3,1.6,1.9
"39001","Adams County, Ohio",2013,2.3,2.1,2.2,2.8
"39103","Medina County, Ohio",2013,0.5,0.4,0.7,0.8
"39095","Lucas County, Ohio",2013,0.4,0.5,0.5,0.7
"39121","Noble County, Ohio",2013,2.7,2.7,3.9,3.8
"39147","Seneca County, Ohio",2013,0.9,1.1,1.2,1.4
"39151","Stark County, Ohio",2013,0.4,0.5,0.6,0.6
"39031","Coshocton County, Ohio",2013,1.5,1.7,1.8,1.9
"39041","Delaware County, Ohio",2013,0.4,0.5,0.5,0.6
"39055","Geauga County, Ohio",2013,0.7,0.6,0.8,1
"39073","Hocking County, Ohio",2013,1.5,1.5,2.2,2.1
"39085","Lake County, Ohio",2013,0.5,0.5,0.7,0.7
"39141","Ross County, Ohio",2013,1.2,1.4,1.7,1.8
"39035","Cuyahoga County, Ohio",2013,0.2,0.2,0.3,0.4
"39075","Holmes County, Ohio",2013,1.9,1.2,1.2,2.7
"39109","Miami County, Ohio",2013,0.8,0.9,0.8,1.2
"39025","Clermont County, Ohio",2013,0.6,0.6,0.7,0.8
"39045","Fairfield County, Ohio",2013,0.7,0.6,0.9,1.1
"39111","Monroe County, Ohio",2013,2,1.6,1.9,3.3
"39155","Trumbull County, Ohio",2013,0.5,0.6,0.7,0.9
"39173","Wood County, Ohio",2013,0.6,0.8,0.7,1
"39005","Ashland County, Ohio",2013,1.3,1.2,1.4,2.5
"39105","Meigs County, Ohio",2013,1.9,2.3,2.2,2.6
"39021","Champaign County, Ohio",2013,1.6,2.2,1.7,2.2
"39057","Greene County, Ohio",2013,0.6,0.7,0.8,1.1
"39087","Lawrence County, Ohio",2013,1.5,1.3,1.8,2.1
"39115","Morgan County, Ohio",2013,1.8,2.1,2.8,2.5
"39175","Wyandot County, Ohio",2013,1.5,1.7,1.8,1.9
