"GEOID","Name","Year","HS_Ed","Unemployed","Food_Stamps","Poverty"
"39083","Knox County, Ohio",2009,87.7,5.8,10.1,11.2
"39085","Lake County, Ohio",2009,90.1,6,5,7.7
"39087","Lawrence County, Ohio",2009,81.5,6.7,16.4,20.1
"39089","Licking County, Ohio",2009,87.9,7.4,10.8,10.6
"39091","Logan County, Ohio",2009,86,9.3,8.8,13.2
"39093","Lorain County, Ohio",2009,87.5,8.7,9.7,12.6
"39095","Lucas County, Ohio",2009,85.9,11.3,14.1,17.3
"39097","Madison County, Ohio",2009,84.6,6,7.1,9.5
"39099","Mahoning County, Ohio",2009,86.5,9.1,13.1,16.7
"39101","Marion County, Ohio",2009,83.3,7.7,12.7,16.5
"39103","Medina County, Ohio",2009,92,5.5,4.3,5.9
"39105","Meigs County, Ohio",2009,82.9,10.6,17.2,18.5
"39107","Mercer County, Ohio",2009,87.3,5.5,5.9,8
"39109","Miami County, Ohio",2009,87,5.6,6.5,8.4
"39111","Monroe County, Ohio",2009,85.1,6.8,12.4,17.6
"39113","Montgomery County, Ohio",2009,86.7,9,10.6,15.4
"39115","Morgan County, Ohio",2009,83.5,9.2,14.4,19.4
"39117","Morrow County, Ohio",2009,84.7,6.2,8.5,9.7
"39119","Muskingum County, Ohio",2009,85.3,10.5,15.7,15.8
"39121","Noble County, Ohio",2009,81.7,6.1,11,15.1
"39123","Ottawa County, Ohio",2009,89.8,6.3,6.1,8.9
"39125","Paulding County, Ohio",2009,84.2,8.1,9.9,9.4
"39127","Perry County, Ohio",2009,82.3,9.6,15.5,16.5
"39129","Pickaway County, Ohio",2009,82.8,8.3,11.7,11.7
"39131","Pike County, Ohio",2009,77.7,16.1,22.7,23.4
"39133","Portage County, Ohio",2009,89.9,8.3,7.5,12.8
"39135","Preble County, Ohio",2009,85.6,6.7,7,8.5
"39137","Putnam County, Ohio",2009,90.3,5.2,5.2,6.9
"39139","Richland County, Ohio",2009,83.6,7.9,10.1,12.2
"39141","Ross County, Ohio",2009,81.7,10.5,14.3,16
"39143","Sandusky County, Ohio",2009,87.1,6.8,7.4,10
"39145","Scioto County, Ohio",2009,80.7,11.4,21.9,22.1
"39147","Seneca County, Ohio",2009,87.7,7.7,8.9,11.3
"39149","Shelby County, Ohio",2009,85,5.6,7.8,11.5
"39151","Stark County, Ohio",2009,87.2,7.9,9.8,12.3
"39153","Summit County, Ohio",2009,89.3,7.7,9.7,13
"39155","Trumbull County, Ohio",2009,85.9,8.2,10,14
"39157","Tuscarawas County, Ohio",2009,84.1,7.1,9.4,11.3
"39159","Union County, Ohio",2009,89.9,4.7,6.5,6.2
"39161","Van Wert County, Ohio",2009,89.7,7.3,6,7.4
"39163","Vinton County, Ohio",2009,74.6,11.5,19.1,20
"39165","Warren County, Ohio",2009,89.8,5.8,3.6,6.1
"39167","Washington County, Ohio",2009,87.5,7.1,11.2,14.7
"39169","Wayne County, Ohio",2009,84.5,6,7.9,9.9
"39171","Williams County, Ohio",2009,88.1,8.3,7.7,11.6
"39173","Wood County, Ohio",2009,91.2,8.3,5.5,12.5
"39175","Wyandot County, Ohio",2009,86.3,6.5,6.4,8.5
"39001","Adams County, Ohio",2010,74.7,11.4,17.1,23
"39003","Allen County, Ohio",2010,87.2,10.1,11.8,16.3
"39005","Ashland County, Ohio",2010,85.6,8.3,6.8,15.6
"39007","Ashtabula County, Ohio",2010,84.2,9.4,15.1,15.7
"39009","Athens County, Ohio",2010,86.8,11.3,16.9,30.3
"39011","Auglaize County, Ohio",2010,90.3,6.7,5.8,7.2
"39013","Belmont County, Ohio",2010,86.8,6.7,11.5,15.2
"39015","Brown County, Ohio",2010,80,9.7,8.7,12.4
"39017","Butler County, Ohio",2010,86.8,8,9.7,12.8
"39019","Carroll County, Ohio",2010,83.3,6.9,7.4,12.6
"39021","Champaign County, Ohio",2010,88.4,7.9,10.5,12.9
"39023","Clark County, Ohio",2010,84.8,9.3,14.4,15.9
"39025","Clermont County, Ohio",2010,87.2,6.9,6.2,9.3
"39027","Clinton County, Ohio",2010,86.3,10.5,10.1,14
"39029","Columbiana County, Ohio",2010,85.3,9.8,13.4,16
"39031","Coshocton County, Ohio",2010,85,10.6,14.6,17
"39033","Crawford County, Ohio",2010,85.8,10.3,12,13
"39035","Cuyahoga County, Ohio",2010,86.4,10.5,13.1,16.4
"39037","Darke County, Ohio",2010,85.6,8.9,6.6,10.6
"39039","Defiance County, Ohio",2010,87.8,9.4,11.6,12.7
"39041","Delaware County, Ohio",2010,95.6,4.2,4.2,4.6
"39043","Erie County, Ohio",2010,88.9,8,10.2,12.5
"39045","Fairfield County, Ohio",2010,91.6,6.9,9.7,10.4
"39047","Fayette County, Ohio",2010,82.2,10.3,13,17.4
"39049","Franklin County, Ohio",2010,88.9,8,11.4,17
"39051","Fulton County, Ohio",2010,88.3,9.9,6.9,10.5
"39053","Gallia County, Ohio",2010,80.8,9,15.9,21.3
"39055","Geauga County, Ohio",2010,89.8,6,4,7.6
"39057","Greene County, Ohio",2010,91.7,6.6,7.4,11.4
"39059","Guernsey County, Ohio",2010,84.3,8.2,16,17.3
"39061","Hamilton County, Ohio",2010,87.7,7.8,10.2,15.4
"39063","Hancock County, Ohio",2010,90.7,6.3,7.7,11.4
"39065","Hardin County, Ohio",2010,86.2,8.4,8,16.2
"39067","Harrison County, Ohio",2010,83.6,7,13.3,18.4
"39069","Henry County, Ohio",2010,87.6,9.1,8.5,10.6
"39071","Highland County, Ohio",2010,80,12.1,14.9,16.2
"39073","Hocking County, Ohio",2010,84,8.4,14.2,15.3
"39075","Holmes County, Ohio",2010,56.3,5.7,5.4,13.3
"39077","Huron County, Ohio",2010,86.4,9.1,10.1,14.5
"39079","Jackson County, Ohio",2010,79.4,11.9,19.8,23.3
"39081","Jefferson County, Ohio",2010,87.3,8.3,15,17.7
"39083","Knox County, Ohio",2010,87.5,7.2,11.8,13.1
"39085","Lake County, Ohio",2010,90.7,6.4,6,8.1
"39087","Lawrence County, Ohio",2010,82,7.1,16.5,19.4
"39089","Licking County, Ohio",2010,88.2,7.7,11.4,11.1
"39091","Logan County, Ohio",2010,85.9,8.7,10.8,14.8
"39093","Lorain County, Ohio",2010,88.5,9.2,10.4,13.1
"39095","Lucas County, Ohio",2010,87.1,12.1,15.2,18
"39097","Madison County, Ohio",2010,84.4,6.1,8.7,11.7
"39099","Mahoning County, Ohio",2010,87.3,10.4,13.4,16.6
"39101","Marion County, Ohio",2010,83,7.9,14.7,17.3
"39103","Medina County, Ohio",2010,92.5,5.9,4.7,6.3
"39105","Meigs County, Ohio",2010,82.2,14.1,19,20.8
"39107","Mercer County, Ohio",2010,88.3,6.2,6.4,8.3
"39109","Miami County, Ohio",2010,87.5,6.2,6.7,9.5
"39111","Monroe County, Ohio",2010,85.5,7.1,11.9,17.3
"39113","Montgomery County, Ohio",2010,87.7,9.8,11.6,15.7
"39115","Morgan County, Ohio",2010,83,7.7,16.1,19.1
"39117","Morrow County, Ohio",2010,86.3,5.9,11.3,10.8
"39119","Muskingum County, Ohio",2010,86.5,10.8,17.2,16.6
"39121","Noble County, Ohio",2010,80.3,8.6,12.3,14.9
"39123","Ottawa County, Ohio",2010,89.7,7.1,7.2,9
"39125","Paulding County, Ohio",2010,86.1,8.7,11.7,11
"39127","Perry County, Ohio",2010,84.2,10.9,17.4,18.5
"39129","Pickaway County, Ohio",2010,82.9,7.6,12.1,12.4
"39131","Pike County, Ohio",2010,77.4,17.8,23.3,23.6
"39133","Portage County, Ohio",2010,90.4,9.2,8.9,13.5
"39135","Preble County, Ohio",2010,85.6,7.8,8,9.4
"39137","Putnam County, Ohio",2010,90.9,5,6.1,7.1
"39139","Richland County, Ohio",2010,84.3,8.9,10.9,12.4
"39141","Ross County, Ohio",2010,82.3,11.4,16,17.3
"39143","Sandusky County, Ohio",2010,87.4,6.6,8.5,10.9
"39145","Scioto County, Ohio",2010,81.2,12.2,21.8,20.8
"39147","Seneca County, Ohio",2010,87.5,9,10,11.9
"39149","Shelby County, Ohio",2010,85.5,7,8.5,11.9
"39151","Stark County, Ohio",2010,87.8,8.8,10.6,12.7
"39153","Summit County, Ohio",2010,89.5,8.6,10.8,13.8
"39155","Trumbull County, Ohio",2010,86.5,9,11.1,15.4
"39157","Tuscarawas County, Ohio",2010,84.5,7.3,11,12.8
"39159","Union County, Ohio",2010,90.3,5.9,6.4,6.4
"39161","Van Wert County, Ohio",2010,89.9,9.3,6.7,8.8
"39163","Vinton County, Ohio",2010,76.3,9.7,20.4,19.5
"39165","Warren County, Ohio",2010,90.8,6.3,3.9,6
"39167","Washington County, Ohio",2010,88,8.3,11.1,15.2
"39169","Wayne County, Ohio",2010,84.7,6.4,8.6,9.9
"39171","Williams County, Ohio",2010,88.7,10.7,8.9,11.8
"39173","Wood County, Ohio",2010,92.2,9.6,6.4,12.2
"39175","Wyandot County, Ohio",2010,87.6,7.4,8,8.2
"39159","Union County, Ohio",2011,91.3,5.9,6.7,6.6
"39131","Pike County, Ohio",2011,78,19.3,24.6,22.5
"39125","Paulding County, Ohio",2011,86.4,9.7,13.1,13.5
"39061","Hamilton County, Ohio",2011,87.9,8.6,11.7,15.9
"39049","Franklin County, Ohio",2011,89.3,8.3,12.5,17.4
"39101","Marion County, Ohio",2011,84,9.4,16.4,18.5
"39157","Tuscarawas County, Ohio",2011,85.2,7.9,11.8,13.7
"39169","Wayne County, Ohio",2011,84.8,6.8,10.2,10.6
"39015","Brown County, Ohio",2011,80.9,11.5,9.9,12.2
"39017","Butler County, Ohio",2011,87.6,8.6,10.6,12.8
"39067","Harrison County, Ohio",2011,85,7.1,14.7,20.1
"39083","Knox County, Ohio",2011,88.2,8.2,12.7,13
"39089","Licking County, Ohio",2011,89,7.7,12.1,11.6
"39139","Richland County, Ohio",2011,85,9.4,12.9,13.4
"39163","Vinton County, Ohio",2011,76,11.3,19.5,20.8
"39019","Carroll County, Ohio",2011,84.1,7.3,8.3,13.9
"39063","Hancock County, Ohio",2011,90.8,7.6,8.4,11.9
"39025","Clermont County, Ohio",2011,87.4,7.1,6.9,9.6
"39045","Fairfield County, Ohio",2011,91.6,7.6,11,11.5
"39039","Defiance County, Ohio",2011,87.9,10.2,11.6,12.6
"39071","Highland County, Ohio",2011,80.6,13.1,16.9,17.3
"39069","Henry County, Ohio",2011,89.4,9.9,9.5,11.7
"39081","Jefferson County, Ohio",2011,87.3,8.8,15.1,16.9
"39133","Portage County, Ohio",2011,90.4,9.9,10.4,14.3
"39137","Putnam County, Ohio",2011,91,5.2,5.8,6.3
"39013","Belmont County, Ohio",2011,87,7.6,11.6,14.2
"39027","Clinton County, Ohio",2011,87.2,11.6,11.7,14.8
"39047","Fayette County, Ohio",2011,80.9,12,15.1,18.5
"39127","Perry County, Ohio",2011,83.6,11.2,18.9,17.7
"39129","Pickaway County, Ohio",2011,83.6,7.6,14.5,13.1
"39097","Madison County, Ohio",2011,84.7,6,9.4,10.5
"39119","Muskingum County, Ohio",2011,86.5,11.2,17.9,16.9
"39143","Sandusky County, Ohio",2011,87.6,7.5,10,13.6
"39161","Van Wert County, Ohio",2011,90.6,9.7,8.3,9.1
"39167","Washington County, Ohio",2011,88.2,8.8,11.2,15.1
"39011","Auglaize County, Ohio",2011,90.3,7.1,6.2,7.2
"39037","Darke County, Ohio",2011,85.9,10,8.1,11.5
"39123","Ottawa County, Ohio",2011,90.1,7.3,8,10.2
"39065","Hardin County, Ohio",2011,86.6,10.5,10.5,18.6
"39079","Jackson County, Ohio",2011,79.3,10.8,20.9,23.2
"39077","Huron County, Ohio",2011,86.9,9.4,11.3,15
"39009","Athens County, Ohio",2011,87.1,11.9,19.2,31.5
"39001","Adams County, Ohio",2011,76.9,14.5,17.4,22.8
"39103","Medina County, Ohio",2011,93.1,6.7,5.5,7.2
"39095","Lucas County, Ohio",2011,87.3,13.1,16.9,19.5
"39121","Noble County, Ohio",2011,79,9.7,15.3,16.3
"39147","Seneca County, Ohio",2011,87.8,10.7,12.2,14.1
"39151","Stark County, Ohio",2011,88.5,9.7,12.2,13.6
"39031","Coshocton County, Ohio",2011,85.7,11,14.7,16.7
"39041","Delaware County, Ohio",2011,95.9,4.5,4.4,4.5
"39055","Geauga County, Ohio",2011,89.9,5.9,4.9,8
"39073","Hocking County, Ohio",2011,85.6,8.9,14.5,15.7
"39085","Lake County, Ohio",2011,91,7.1,6.5,8.5
"39141","Ross County, Ohio",2011,83.7,13.8,17.3,17.5
"39035","Cuyahoga County, Ohio",2011,86.7,11.1,14.5,17.1
"39075","Holmes County, Ohio",2011,56.4,5.9,6.2,14.7
"39109","Miami County, Ohio",2011,87.5,7.2,8,11.3
"39111","Monroe County, Ohio",2011,85.9,6.1,10.8,18.1
"39155","Trumbull County, Ohio",2011,87.1,8.9,12,16.4
"39173","Wood County, Ohio",2011,92.5,9.6,7.2,13.3
"39005","Ashland County, Ohio",2011,86.4,10,7.5,14.6
"39105","Meigs County, Ohio",2011,83.2,13.9,20.5,21.3
"39021","Champaign County, Ohio",2011,87.1,10.6,13,15.1
"39057","Greene County, Ohio",2011,92.2,7.5,8.5,12.8
"39087","Lawrence County, Ohio",2011,82.7,7.4,18,17.4
"39115","Morgan County, Ohio",2011,82.9,8.5,17.5,19.5
"39175","Wyandot County, Ohio",2011,87.3,8.2,8.5,7.7
"39043","Erie County, Ohio",2011,89.2,8.8,12.2,12.6
"39091","Logan County, Ohio",2011,86.1,10.5,12.4,14.9
"39153","Summit County, Ohio",2011,90,9.4,12,14.5
"39149","Shelby County, Ohio",2011,86.7,7.5,8.9,12
"39171","Williams County, Ohio",2011,89.5,10.9,9.9,11.4
"39029","Columbiana County, Ohio",2011,85.7,10.8,14.1,15.9
"39051","Fulton County, Ohio",2011,88.7,10.2,7.3,10.3
"39053","Gallia County, Ohio",2011,81.6,9.3,19.4,20.2
"39099","Mahoning County, Ohio",2011,87.9,11.1,14.9,17.1
"39145","Scioto County, Ohio",2011,80.9,12,22.4,21.8
"39117","Morrow County, Ohio",2011,86.3,7.4,13.4,11.9
"39135","Preble County, Ohio",2011,85.7,8.7,10,10.3
"39003","Allen County, Ohio",2011,87.5,10.9,14.1,18
"39033","Crawford County, Ohio",2011,85.6,10.6,13.4,14.8
"39059","Guernsey County, Ohio",2011,84.5,9.7,16.9,17.1
"39107","Mercer County, Ohio",2011,89.1,6.7,6.8,8.8
"39023","Clark County, Ohio",2011,85.4,10.1,16.3,16.9
"39093","Lorain County, Ohio",2011,88.7,10,11.6,13.6
"39113","Montgomery County, Ohio",2011,88.1,10.4,12.7,16
"39165","Warren County, Ohio",2011,91.1,6.9,4.3,6.3
"39007","Ashtabula County, Ohio",2011,84.9,10.7,16.2,17.2
"39159","Union County, Ohio",2012,91.6,6.2,7.8,7.3
"39131","Pike County, Ohio",2012,78.4,19.1,23.3,22
"39125","Paulding County, Ohio",2012,87.8,9.5,14.3,14
"39061","Hamilton County, Ohio",2012,88.3,9.2,13.2,17.1
"39049","Franklin County, Ohio",2012,89.7,8.5,13.6,17.7
"39101","Marion County, Ohio",2012,84.9,9.5,18.1,19.6
"39157","Tuscarawas County, Ohio",2012,86,8.7,12.8,13.6
"39169","Wayne County, Ohio",2012,85.6,6.6,10.6,11.8
"39015","Brown County, Ohio",2012,82.3,12,12.2,12.8
"39017","Butler County, Ohio",2012,88.2,9,11.3,13.6
"39067","Harrison County, Ohio",2012,84.8,7.1,16.7,19.4
"39083","Knox County, Ohio",2012,88.5,7.9,13.9,14.6
"39089","Licking County, Ohio",2012,89.2,7.9,13.1,12.4
"39139","Richland County, Ohio",2012,85.6,9.8,14.7,14.8
"39163","Vinton County, Ohio",2012,76.8,10.5,20.9,21.4
"39019","Carroll County, Ohio",2012,83.7,7.8,10.5,15
"39063","Hancock County, Ohio",2012,91,8.5,9.2,13.6
"39025","Clermont County, Ohio",2012,87.9,7.8,7.9,10.3
"39045","Fairfield County, Ohio",2012,91.7,8,12.4,11.4
"39039","Defiance County, Ohio",2012,88,11,13.3,14.6
"39071","Highland County, Ohio",2012,81.5,14.1,19,17.6
"39069","Henry County, Ohio",2012,90.2,10.1,10.2,12.5
"39081","Jefferson County, Ohio",2012,88.6,9.1,15.9,16.8
"39133","Portage County, Ohio",2012,90.4,10.7,11.4,15.1
"39137","Putnam County, Ohio",2012,91.7,5.1,6.2,7.5
"39013","Belmont County, Ohio",2012,87.3,8.2,12,14.6
"39027","Clinton County, Ohio",2012,87.3,12.1,14.7,15.4
"39047","Fayette County, Ohio",2012,81.7,12.1,17.3,19.3
"39127","Perry County, Ohio",2012,84.3,11.5,19.6,18.2
"39129","Pickaway County, Ohio",2012,84.1,7.9,14.6,13.5
"39097","Madison County, Ohio",2012,85,6.3,9.7,11.1
"39119","Muskingum County, Ohio",2012,86.6,10.3,19.4,17.3
"39143","Sandusky County, Ohio",2012,87.8,8,11.3,13.9
"39161","Van Wert County, Ohio",2012,90.2,9.8,9.1,10.4
"39167","Washington County, Ohio",2012,89.1,8.9,12.8,15.6
"39011","Auglaize County, Ohio",2012,91,7.4,7.5,7.9
"39037","Darke County, Ohio",2012,87.1,9.7,9.7,12
"39123","Ottawa County, Ohio",2012,90.9,6.6,9.1,10
"39065","Hardin County, Ohio",2012,86.6,10.6,10.3,18
"39079","Jackson County, Ohio",2012,80.9,11.7,22.6,24.8
"39077","Huron County, Ohio",2012,87.8,9.8,13.9,14.7
"39009","Athens County, Ohio",2012,88.4,11.7,19.7,32.2
"39001","Adams County, Ohio",2012,77.6,16.1,19,23.1
"39103","Medina County, Ohio",2012,93.4,6.4,6.5,7.3
"39095","Lucas County, Ohio",2012,87.8,13.6,18.8,20.5
"39121","Noble County, Ohio",2012,78.3,10.4,15,14.1
"39147","Seneca County, Ohio",2012,88.6,11.2,13.2,14.9
"39151","Stark County, Ohio",2012,88.7,10.2,13.7,14.5
"39031","Coshocton County, Ohio",2012,85.7,10.1,16.1,17
"39041","Delaware County, Ohio",2012,95.9,4.4,4.9,4.7
"39055","Geauga County, Ohio",2012,90.7,6.2,4.9,8.3
"39073","Hocking County, Ohio",2012,86,10.3,16.9,16.7
"39085","Lake County, Ohio",2012,91.1,7.6,7.7,9.3
"39141","Ross County, Ohio",2012,83,14.4,18.4,19.1
"39035","Cuyahoga County, Ohio",2012,87.1,11.7,15.9,17.7
"39075","Holmes County, Ohio",2012,55.5,6.1,7.3,15.6
"39109","Miami County, Ohio",2012,88.1,8.3,9,12.3
"39111","Monroe County, Ohio",2012,87.4,6.4,11.1,16.3
"39155","Trumbull County, Ohio",2012,87.5,9.6,13.8,16.8
"39173","Wood County, Ohio",2012,92.9,10,7.8,13.8
"39005","Ashland County, Ohio",2012,86.8,10.8,10.5,16.3
"39105","Meigs County, Ohio",2012,82.8,14.1,22.3,21.6
"39021","Champaign County, Ohio",2012,87.7,10.3,13.8,14.8
"39057","Greene County, Ohio",2012,92.4,8,9.5,13.4
"39087","Lawrence County, Ohio",2012,83.8,8.1,17.6,16
"39115","Morgan County, Ohio",2012,84,9.2,19,18
"39175","Wyandot County, Ohio",2012,88.7,8.4,9.6,9.4
"39043","Erie County, Ohio",2012,89.1,8.7,12.9,12.9
"39091","Logan County, Ohio",2012,86.7,10.8,13.8,15.6
"39153","Summit County, Ohio",2012,90.1,10,13.3,14.8
"39149","Shelby County, Ohio",2012,87.2,8.5,8.9,11.7
"39171","Williams County, Ohio",2012,88.8,12,12.9,13.7
"39029","Columbiana County, Ohio",2012,86.2,11,15.5,16.1
"39051","Fulton County, Ohio",2012,88.6,10.4,8.4,10.3
"39053","Gallia County, Ohio",2012,81.7,10.1,19,19
"39099","Mahoning County, Ohio",2012,88.2,11.3,16.2,17.5
"39145","Scioto County, Ohio",2012,81.4,11.8,23.8,23
"39117","Morrow County, Ohio",2012,86.2,7.8,14.6,13.8
"39135","Preble County, Ohio",2012,87.6,8.4,11.3,10.7
"39003","Allen County, Ohio",2012,88.4,11.1,15.2,18.8
"39033","Crawford County, Ohio",2012,86.4,10.1,13.7,14.7
"39059","Guernsey County, Ohio",2012,85.2,11.4,17.9,18.5
"39107","Mercer County, Ohio",2012,89.4,7.1,7.7,8.2
"39023","Clark County, Ohio",2012,86.1,10.9,17.8,17.7
"39093","Lorain County, Ohio",2012,88.7,10.2,13.3,14.2
"39113","Montgomery County, Ohio",2012,88.1,11.1,14.4,16.8
"39165","Warren County, Ohio",2012,91.7,7.5,4.6,6.4
"39007","Ashtabula County, Ohio",2012,84.6,11.1,17.6,18
"39159","Union County, Ohio",2013,92.2,6.3,8.1,7.8
"39131","Pike County, Ohio",2013,77.6,18.9,26.3,23.5
"39125","Paulding County, Ohio",2013,88.6,9.4,15.6,13.7
"39061","Hamilton County, Ohio",2013,88.6,9.8,14.6,18
"39049","Franklin County, Ohio",2013,89.7,8.7,14.7,18.1
"39101","Marion County, Ohio",2013,85.5,10.1,19.1,18.5
"39157","Tuscarawas County, Ohio",2013,86.7,9.4,13.7,14.6
"39169","Wayne County, Ohio",2013,85.9,6.8,11.7,12.4
"39015","Brown County, Ohio",2013,81.5,12.3,14.1,14.1
"39017","Butler County, Ohio",2013,88.9,9.1,11.9,13.6
"39067","Harrison County, Ohio",2013,85.7,7.6,17.6,18.4
"39083","Knox County, Ohio",2013,88.1,7.6,14.3,14.2
"39089","Licking County, Ohio",2013,89.2,8.2,13.7,12
"39139","Richland County, Ohio",2013,86.2,10.2,16.4,15.7
"39163","Vinton County, Ohio",2013,80.4,9.4,23.6,20.6
"39019","Carroll County, Ohio",2013,85.1,8.9,12.6,15.5
"39063","Hancock County, Ohio",2013,91.7,8.6,10.2,14
"39081","Jefferson County, Ohio",2013,89,8.8,16.9,16.6
"39039","Defiance County, Ohio",2013,88.4,11.1,13.5,13.9
"39071","Highland County, Ohio",2013,82.2,15.5,21.3,19.5
"39069","Henry County, Ohio",2013,90.4,9.4,10.1,13.5
"39133","Portage County, Ohio",2013,91,11.1,12.1,16.1
"39137","Putnam County, Ohio",2013,91.9,4.9,6,6.9
"39013","Belmont County, Ohio",2013,87.7,9,13.3,14.6
"39027","Clinton County, Ohio",2013,87.7,11.9,16.4,16.5
"39047","Fayette County, Ohio",2013,83.4,11.8,20.1,20.1
"39127","Perry County, Ohio",2013,84.2,11.6,21.5,19.6
"39129","Pickaway County, Ohio",2013,84.9,8.2,15.9,13.3
"39097","Madison County, Ohio",2013,85.7,6.5,11.1,11
"39119","Muskingum County, Ohio",2013,87.1,10.1,20.4,18.1
"39143","Sandusky County, Ohio",2013,88.6,8.6,12.3,14.3
"39161","Van Wert County, Ohio",2013,90.8,10.7,10.3,12.5
"39167","Washington County, Ohio",2013,88.8,9.2,14,15.3
"39011","Auglaize County, Ohio",2013,91.4,7.2,8.7,8.8
"39037","Darke County, Ohio",2013,87,10,11.3,13.7
"39123","Ottawa County, Ohio",2013,91.5,6.9,10.1,11
"39065","Hardin County, Ohio",2013,86.8,11.7,11.8,18.1
"39079","Jackson County, Ohio",2013,81.4,11.5,21.5,24.6
"39077","Huron County, Ohio",2013,87.7,9.7,15,13.5
"39009","Athens County, Ohio",2013,89.4,12.4,19.7,31.7
"39001","Adams County, Ohio",2013,76.7,15.4,20.9,22.7
"39103","Medina County, Ohio",2013,93.2,6.3,7.5,7.4
"39095","Lucas County, Ohio",2013,87.8,13.8,19.7,20.8
"39121","Noble County, Ohio",2013,80.1,11.3,15.4,15.2
"39147","Seneca County, Ohio",2013,89.4,11.4,14.2,15.5
"39151","Stark County, Ohio",2013,89.1,10.6,14.8,15
"39031","Coshocton County, Ohio",2013,84.9,10.4,17.2,16.9
"39041","Delaware County, Ohio",2013,96,4.4,5,4.9
"39055","Geauga County, Ohio",2013,90.9,6,5,8.1
"39073","Hocking County, Ohio",2013,86.7,10.5,19.2,15.9
"39085","Lake County, Ohio",2013,91.2,7.8,8.4,9.2
"39141","Ross County, Ohio",2013,84.1,14.8,19.6,19.7
"39035","Cuyahoga County, Ohio",2013,87.5,12.1,17.2,18.3
"39075","Holmes County, Ohio",2013,55.2,6.2,7,15.8
"39109","Miami County, Ohio",2013,88.4,8.9,9.2,13
"39025","Clermont County, Ohio",2013,88.3,7.5,8.8,10.2
"39045","Fairfield County, Ohio",2013,91.5,8.2,14.2,11.9
"39111","Monroe County, Ohio",2013,86.4,6.7,11.9,19
"39155","Trumbull County, Ohio",2013,87.7,10,14.7,17.4
"39173","Wood County, Ohio",2013,93.1,10.3,8.9,14.7
"39005","Ashland County, Ohio",2013,87.1,10.9,10.8,16.3
"39105","Meigs County, Ohio",2013,83.4,15.9,23.2,21.9
"39021","Champaign County, Ohio",2013,87.4,11.5,14.8,13.4
"39057","Greene County, Ohio",2013,92.4,8.5,10.3,13.9
"39087","Lawrence County, Ohio",2013,85,9.1,19.9,18.3
"39115","Morgan County, Ohio",2013,85.6,10.4,19.7,20.2
"39175","Wyandot County, Ohio",2013,89.6,8.1,9.9,11.1
"39043","Erie County, Ohio",2013,89.3,8.8,14.6,13.3
"39091","Logan County, Ohio",2013,86.1,10.9,14.1,15.9
