"county","year","mean_prev","lwr95_prev","upr95_prev"
"Union",2016,0.027685714853093,0.0196683891865176,0.0378239102230303
"Vance",2016,0.0603466142301781,0.0390335412711328,0.0889171413072959
"Wake",2016,0.024139601983586,0.017131308924131,0.0328872000236914
"Warren",2016,0.0261643743406842,0.0164766162656352,0.039232430803235
"Washington",2016,0.0314974333743337,0.0197621976219762,0.0477244772447724
"Watauga",2016,0.0310026760876822,0.0207336523125997,0.0441007381031861
"Wayne",2016,0.0347153491743858,0.0235598066854611,0.0503266210229561
"Wilkes",2016,0.0732046508583067,0.0537387256328193,0.0967126127436718
"Wilson",2016,0.031990485054065,0.021454243763853,0.0458725707498071
"Yadkin",2016,0.0543633139720772,0.0382873281466482,0.0746296493658744
"Yancey",2016,0.0670551137006449,0.0441226383075008,0.099618169476185
"Alamance",2017,0.0344547690450826,0.0238369121441459,0.0501074566940286
"Alexander",2017,0.0591201442900821,0.0376817035884782,0.0884561229415866
"Alleghany",2017,0.0339747167074608,0.0191279122473031,0.0572930831293627
"Anson",2017,0.0203913088711936,0.0124044656076187,0.0311312072346045
"Ashe",2017,0.0453126609044033,0.0267082761434878,0.0735986942167155
"Avery",2017,0.0426812100821168,0.0275433394160584,0.0633568088503649
"Beaufort",2017,0.0487941789840299,0.0312388506625892,0.0731831889228678
"Bertie",2017,0.0278078079483978,0.0167498959633791,0.0440608094049105
"Bladen",2017,0.0347129249059084,0.0223721548479599,0.0514965051675727
"Brunswick",2017,0.0480927332177208,0.0285797229883038,0.0779930021314469
"Buncombe",2017,0.0638524768348686,0.0392612584285365,0.093883900670401
"Burke",2017,0.0622781449833694,0.0420520085561018,0.0872968765748715
"Cabarrus",2017,0.0514747380022429,0.0351907217989868,0.0729205740747902
"Caldwell",2017,0.0506499762140008,0.0332394091313841,0.0743099010746393
"Camden",2017,0.0235807107078726,0.0110575559965977,0.0445137510632265
"Carteret",2017,0.0477204628271947,0.0283819195423992,0.0758881258982883
"Caswell",2017,0.0346490020312638,0.0217256910712709,0.0538295946303983
"Catawba",2017,0.054535446339271,0.0361325281375416,0.0794186068593566
"Chatham",2017,0.0231489380456682,0.0160062681889411,0.032796409782852
"Cherokee",2017,0.0595616406166554,0.0273071171716452,0.115071919393314
"Chowan",2017,0.0284185962424672,0.0136121942573555,0.0535980148883375
"Clay",2017,0.034463382698212,0.014628860393715,0.0701643489254109
"Cleveland",2017,0.0402431966219409,0.0258889493907576,0.0597946246943514
"Columbus",2017,0.049317882937643,0.0313925736556064,0.0748900529176201
"Craven",2017,0.0457145128585077,0.0287778568503968,0.0681242566632221
"Cumberland",2017,0.0299682383790513,0.0204001100599616,0.0425989186458415
"Currituck",2017,0.0299896851619764,0.0137860316736926,0.0588669249173977
"Dare",2017,0.0492689077259758,0.0253462699797778,0.0894768553145516
"Davidson",2017,0.0488279652617456,0.0340128787787219,0.0682561674301669
"Davie",2017,0.0390214575089504,0.0252496702468438,0.0569071509327303
"Duplin",2017,0.0191883246667457,0.0119069598062298,0.0290824709090601
"Durham",2017,0.0267287748684379,0.0182228693364138,0.0388625497368759
"Edgecombe",2017,0.0233970519650407,0.0148823629779893,0.0356418374504711
"Forsyth",2017,0.0375551610331633,0.0258897348001701,0.0537234933035714
"Franklin",2017,0.0283924857937372,0.0189215330673437,0.0425734494015234
"Gaston",2017,0.059424546965692,0.0378002061930585,0.0913067371538091
"Gates",2017,0.0291935984060984,0.0141198891198891,0.0540540540540541
"Graham",2017,0.0681269172228076,0.0320805526284978,0.129844280529212
"Granville",2017,0.0323044747049045,0.0210218782007153,0.0490996020618902
"Greene",2017,0.0252126956935522,0.0151796335950512,0.0395907684986914
"Guilford",2017,0.0298467591986382,0.0202408943492114,0.043317003603737
"Halifax",2017,0.0306738199181446,0.0198596764763204,0.0460534008965114
"Harnett",2017,0.0321553783690134,0.0221228738870392,0.04538469650632
"Haywood",2017,0.0812844116298867,0.0470986674088141,0.126007219566499
"Henderson",2017,0.0427902020603588,0.0248988833961351,0.0670238877173575
"Hertford",2017,0.0265046933824145,0.0143478624613068,0.0450943277838199
"Hoke",2017,0.0199862757779585,0.0131938798137335,0.0297328886096533
"Hyde",2017,0.0408019951519672,0.0221890732798807,0.0691776990490397
"Iredell",2017,0.0461449129536569,0.0323532675814263,0.0642022980917529
"Jackson",2017,0.062559811974961,0.033323249482233,0.106789728434133
"Johnston",2017,0.0251439453403014,0.017065904792891,0.0360534396160807
"Jones",2017,0.040314254454517,0.0243826195686152,0.0628347400229238
"Lee",2017,0.0490038242594738,0.0315075293728281,0.0734266920403773
"Lenoir",2017,0.0334927377248035,0.0213240335425347,0.0506654009106411
"Lincoln",2017,0.0476649490916593,0.0318070944019028,0.0682387170370011
"Macon",2017,0.0483813630081769,0.0295404814004376,0.0729313025452032
"Madison",2017,0.0492214430240044,0.0238653085624943,0.0893497654741102
"Martin",2017,0.0549791215059897,0.0301900039492738,0.0892129974987932
"McDowell",2017,0.0388375340463695,0.0252219934010939,0.0577747514338227
"Mecklenburg",2017,0.0244627029903319,0.0160570494884555,0.0364847000985293
"Mitchell",2017,0.0748681263269639,0.0439888535031847,0.120952760084926
"Montgomery",2017,0.0438305266994715,0.0298523783488245,0.0620020047384727
"Moore",2017,0.035363730671163,0.0257749527060372,0.0486510939299227
"Nash",2017,0.0232933248928089,0.0152993371705802,0.0344506388909576
"New Hanover",2017,0.047829322001074,0.0266947772427574,0.0802032808387398
"Northampton",2017,0.0222205719464304,0.0129392810391703,0.035848605377102
"Onslow",2017,0.029128740594039,0.0176897825089096,0.0459017344617908
"Orange",2017,0.0243959750527783,0.0161715397458364,0.0362964483324824
"Pamlico",2017,0.0558151548585389,0.030735282528174,0.0955177712979746
"Pasquotank",2017,0.0291824849659059,0.0138640766927509,0.0546272299524444
"Pender",2017,0.039068471734637,0.0252956953968306,0.0572033203189081
"Perquimans",2017,0.0256597001632774,0.0120231557072881,0.0499480480926228
"Person",2017,0.0461475539751079,0.0304038608077216,0.0686087122174244
"Pitt",2017,0.0321296969426168,0.0215421521207314,0.0460344500173144
"Polk",2017,0.0372144809806401,0.0198462885494698,0.0658150111878587
"Randolph",2017,0.0466105791376446,0.0325370597842018,0.064565681662735
"Richmond",2017,0.0463525335952498,0.031988035180142,0.0645798919594625
"Robeson",2017,0.034288304450779,0.0233771473387328,0.0496144593758955
"Rockingham",2017,0.0433530154262279,0.0291806396991721,0.0630691376485723
"Rowan",2017,0.0633743636415347,0.0424118696851625,0.0887211683399221
"Rutherford",2017,0.0454115535454013,0.0286092620696909,0.0678453366591035
"Sampson",2017,0.0217756582058963,0.0145037836985653,0.0316254138420306
"Scotland",2017,0.0279421765024364,0.0181795514775026,0.0418032086171031
"Stanly",2017,0.0492316694317036,0.0337659802869132,0.068120344165772
"Stokes",2017,0.0484868954655817,0.0307538771135464,0.0722280552092219
"Surry",2017,0.0540125470757643,0.0347661442179885,0.0807626273814798
"Swain",2017,0.0863104939135301,0.0453337064502589,0.152585000699594
"Transylvania",2017,0.059178224761456,0.0342487336553187,0.0945046530804571
"Tyrrell",2017,0.0261592546890424,0.0123395853899309,0.0483711747285291
"Union",2017,0.0255741526412697,0.0163203538981527,0.0379317834081066
"Vance",2017,0.0505346293908756,0.0303533057383909,0.0805681843885006
"Wake",2017,0.0184757577622894,0.0128379607219901,0.0263410939905969
"Warren",2017,0.0223308404164362,0.0134775939244581,0.0353065432781773
"Washington",2017,0.0279230602730603,0.0163170163170163,0.0447885447885448
"Watauga",2017,0.0251541445184231,0.0149852143466193,0.039603780773208
"Wayne",2017,0.0262073825016912,0.0173547579164385,0.0384386174016687
"Wilkes",2017,0.0663790451469902,0.0445195841110593,0.0960977601493234
"Wilson",2017,0.0240717684367768,0.0157950802610474,0.0356690257251656
"Yadkin",2017,0.0514672023084661,0.0335680626886218,0.0756876422936411
"Yancey",2017,0.0649123760144274,0.0378705477908025,0.102571291704238
"Alamance",2018,0.0294599185272417,0.0197553413924872,0.0429779314571367
"Alexander",2018,0.0429703290231039,0.028056648729687,0.0641722217760287
"Alleghany",2018,0.0228385180539378,0.0131708628259117,0.0376332765881193
"Anson",2018,0.0197349680427704,0.0122603207782289,0.0301885275555734
"Ashe",2018,0.0340591906746837,0.0203991294404072,0.0537478328230477
"Avery",2018,0.0386073750357041,0.0248500428449015,0.0584404455869751
"Beaufort",2018,0.0542303489878714,0.03632192697381,0.0775297903523864
"Bertie",2018,0.0261288657626406,0.0161870598128876,0.0408388520971302
"Bladen",2018,0.0389151340765291,0.0264537511298584,0.0558609520940042
"Brunswick",2018,0.0402257759024162,0.0248853697419997,0.0630086146375709
"Buncombe",2018,0.0376648649378818,0.0228436181750115,0.0557894929815556
"Burke",2018,0.0442342535018035,0.0293523599831825,0.0644600141621119
"Cabarrus",2018,0.0338996072716261,0.0218313207975698,0.0493757748104967
"Caldwell",2018,0.0365735386265833,0.0242106450157871,0.0539702422314059
"Camden",2018,0.0260495985060691,0.0126984126984127,0.0507936507936508
"Carteret",2018,0.0464429175536505,0.0286224900753697,0.0709977849375755
"Caswell",2018,0.0286461890915499,0.0179310952506829,0.0444543572120892
"Catawba",2018,0.0362045867685248,0.0236801300960593,0.0537035461261125
"Chatham",2018,0.0211824744664269,0.0149851652333229,0.0296291991960513
"Cherokee",2018,0.0327746045167882,0.0168754183842441,0.0580981573477081
"Chowan",2018,0.0242102858364816,0.0119039133224036,0.0452651650153254
"Clay",2018,0.0171571325971811,0.00861836789657958,0.0321393302809947
"Cleveland",2018,0.0273642910543295,0.0171229965692048,0.0416821137795074
"Columbus",2018,0.0445886533105741,0.030185517922918,0.0642709549905669
"Craven",2018,0.0413542550917289,0.0268578980099502,0.060605906016791
"Cumberland",2018,0.030112149971414,0.0211144795835465,0.0423052387686938
"Currituck",2018,0.0263368277186761,0.0125221631205674,0.0539690455082742
"Dare",2018,0.0480525574641791,0.0262999643845374,0.0898338401687625
"Davidson",2018,0.0373759137887572,0.0256280984791194,0.0529068685704683
"Davie",2018,0.0295388177754897,0.0190479254908385,0.0429878548194604
"Duplin",2018,0.0171075081554982,0.0111288568710072,0.0250106191382357
"Durham",2018,0.0242363093903814,0.0166918188161231,0.0341297566766328
"Edgecombe",2018,0.0252133064128449,0.0163445822517066,0.0385554273627536
"Forsyth",2018,0.0293697783428603,0.0194565271868298,0.0427389019754734
"Franklin",2018,0.0316350621669627,0.0217136619301362,0.0443901716992303
"Gaston",2018,0.03764262450302,0.0236081195085395,0.0576005402834244
"Gates",2018,0.0259871338460209,0.0130476108182839,0.0489933465825629
"Graham",2018,0.039577817067421,0.0210985384252711,0.0698962753418199
"Granville",2018,0.028596235548532,0.0192963486650586,0.04152041919654
"Greene",2018,0.0239586141252618,0.0149438416143156,0.0366933181039406
"Guilford",2018,0.0229064588603444,0.0151103209848783,0.0322316693837015
"Halifax",2018,0.0336034444576265,0.0223232293273223,0.0486811405069799
"Harnett",2018,0.0302024051142206,0.022001616820898,0.0415383268511482
"Haywood",2018,0.0508812105662326,0.0312884252311565,0.0776330864436591
"Henderson",2018,0.0274150375167026,0.016111410902114,0.0430328570939117
"Hertford",2018,0.0342739380362653,0.0206264001014413,0.0563009848260704
"Hoke",2018,0.0207744485428384,0.0138594697246366,0.0305857862829596
"Hyde",2018,0.0289969598470363,0.0166347992351816,0.048565965583174
"Iredell",2018,0.0325677238209992,0.0217556813405442,0.0463818757530753
"Jackson",2018,0.0377558820135251,0.0212569529392757,0.0611864426339234
"Johnston",2018,0.0234352115455779,0.0164793388429752,0.0328164549155051
"Jones",2018,0.0342149112794438,0.0215834803362042,0.0516758327280274
"Lee",2018,0.0440236721343488,0.0290466542992905,0.0651085399986982
"Lenoir",2018,0.0285709536229813,0.0189362405316564,0.0416249821352008
"Lincoln",2018,0.0340148143726871,0.0219168556762564,0.0508421869404321
"Macon",2018,0.0295965849511124,0.0181663596429078,0.0452047612299844
"Madison",2018,0.0315706382392133,0.0172310802738593,0.0525662822221201
"Martin",2018,0.0337253936747387,0.0187023069119139,0.0565050063958361
"McDowell",2018,0.0377363614388995,0.0253362120113389,0.0547388313885776
"Mecklenburg",2018,0.0176649359494141,0.0109570701553431,0.0266239815120381
"Mitchell",2018,0.0593778266666667,0.0372666666666667,0.0927333333333333
"Montgomery",2018,0.041401598767922,0.0284918044809505,0.0590379890726413
"Moore",2018,0.0335378539145944,0.0244928153057295,0.0454695385176628
"Nash",2018,0.0235081975408441,0.01581619086113,0.0334948306671205
"New Hanover",2018,0.0441897177471435,0.0255851924881821,0.0749896673755995
"Northampton",2018,0.0197625025411669,0.0115864504980687,0.0322219963407197
"Onslow",2018,0.0273887537117506,0.0171888832120112,0.0411423845247189
"Orange",2018,0.0228721065282448,0.0151134721661063,0.0340972902271498
"Pamlico",2018,0.0460779400157853,0.0259668508287293,0.0767975532754538
"Pasquotank",2018,0.0308776381846162,0.0149095587678801,0.0594111859532279
"Pender",2018,0.0369093578070204,0.0254335446092468,0.0520575271065924
"Perquimans",2018,0.024216718819848,0.0116972135300253,0.046043808672329
"Person",2018,0.0429949527931759,0.028348773635052,0.0636849165970587
"Pitt",2018,0.0315215819780562,0.0218936547461565,0.0449272985982191
"Polk",2018,0.027425287467857,0.0145068167483383,0.0474989083499102
"Randolph",2018,0.04115259049466,0.0286288550480987,0.056596745052354
"Richmond",2018,0.0447612627264019,0.0318354980283824,0.062401697596186
"Robeson",2018,0.0382288634691385,0.0261167707140202,0.0537128975734084
"Rockingham",2018,0.038647515712868,0.0256478112250524,0.0563681221744404
"Rowan",2018,0.0430146989282326,0.0284436012515751,0.0627842236411774
"Rutherford",2018,0.0283881273755724,0.0172683536348128,0.0428729087480921
"Sampson",2018,0.0199412912960111,0.0136422217332537,0.0280702857322478
"Scotland",2018,0.0328927377190463,0.022234989945418,0.0485779948290721
"Stanly",2018,0.0461380217478856,0.0315908175594039,0.0646318968989126
"Stokes",2018,0.0378068643191765,0.023643521675061,0.0563045725471221
"Surry",2018,0.0443774934675043,0.0280754850725524,0.0649079891032412
"Swain",2018,0.0590114285714286,0.0357318357318357,0.0942102492102492
"Transylvania",2018,0.0380559842174485,0.0230593307029081,0.0594790296653514
"Tyrrell",2018,0.0212448075526507,0.0101670297748729,0.0399419026870007
"Union",2018,0.0190363302643403,0.0118687157705546,0.0287952294962443
"Vance",2018,0.0461221726257234,0.0299672513570499,0.0697820869409179
"Wake",2018,0.0168040433761633,0.0120313694435162,0.0235640228690705
"Warren",2018,0.0263604483263493,0.0165598020901701,0.039682940374615
"Washington",2018,0.0277163757483768,0.0165275318323636,0.0440172021249684
"Watauga",2018,0.0176649995531325,0.0105813745643042,0.0277071230672982
"Wayne",2018,0.0257209561209918,0.0175662079709204,0.0377125795144749
"Wilkes",2018,0.0518097991452368,0.0346423414093382,0.0747848505623058
"Wilson",2018,0.0222527739242527,0.0148179976674237,0.032546498066417
"Yadkin",2018,0.0399973869962443,0.0255433769277895,0.058865833843859
"Yancey",2018,0.0471415014243423,0.0287102720214489,0.0731162375020946
"Alamance",2019,0.0217509382982615,0.0146480422868402,0.0310725389212372
"Alexander",2019,0.0293104141664666,0.0207216577326186,0.0418966850681388
"Alleghany",2019,0.0161122744006465,0.00978719583370746,0.026129119152375
"Anson",2019,0.0161591180561237,0.010308434917778,0.0244211731980692
"Ashe",2019,0.0250051758997169,0.016579053780833,0.038451641363085
"Avery",2019,0.0292347211938258,0.0210172580737028,0.0418066867915931
"Beaufort",2019,0.0561552751415074,0.0381958335106609,0.0817551176745968
"Bertie",2019,0.0226787248640946,0.0141447194806566,0.0355201351137383
"Bladen",2019,0.0371451225475215,0.0259458468308783,0.052319540370393
"Brunswick",2019,0.0344919941184708,0.0229307870046212,0.0505254866265229
"Buncombe",2019,0.0274075998024434,0.0180938470314827,0.0437776378205987
"Burke",2019,0.0325253533734873,0.0233519367851025,0.0465499806597779
"Cabarrus",2019,0.0220108919719292,0.015065395259017,0.0314341912563004
"Caldwell",2019,0.0265463250505001,0.0187641461218331,0.0378455912774708
"Camden",2019,0.0189957301923254,0.00892610656114843,0.0364405999815957
"Carteret",2019,0.0395178443424064,0.0252616124249709,0.0604263526837764
"Caswell",2019,0.0223704654043532,0.014156786409485,0.034241727127942
"Catawba",2019,0.0247285062456519,0.0170099215924689,0.0356501996226912
"Chatham",2019,0.0155256156841681,0.0106754397744058,0.0217809184906674
"Cherokee",2019,0.0271779253460087,0.0144694533762058,0.0515876205787781
"Chowan",2019,0.0292126084773722,0.0148461593631213,0.0540773147816108
"Clay",2019,0.019221948179147,0.00952720149585967,0.0403370136230077
"Cleveland",2019,0.0205662286746914,0.0140175298886132,0.0300879557311607
"Columbus",2019,0.046996023996541,0.0332744829574115,0.0655765835555235
"Craven",2019,0.0394928567931936,0.0263856117643603,0.0585679808887888
"Cumberland",2019,0.0267090826177539,0.0188131316894629,0.0372807435866102
"Currituck",2019,0.0294784353275943,0.0139394157691892,0.0564780463206426
"Dare",2019,0.0465990488800022,0.0241833067632198,0.0842788240698208
"Davidson",2019,0.0289561443597897,0.0206015190115089,0.0399980013006461
"Davie",2019,0.0208628436726882,0.01437707137189,0.0301084115203286
"Duplin",2019,0.0158375870346096,0.0104186173201001,0.0231524829335558
"Durham",2019,0.0194433742472503,0.0131451251679689,0.0273013300651968
"Edgecombe",2019,0.0283986419801057,0.0186703450419646,0.0420039050357476
"Forsyth",2019,0.0211715361173963,0.0146927765207497,0.0301472684706836
"Franklin",2019,0.0259188017507355,0.0176652077204563,0.0369950491497453
"Gaston",2019,0.0269726097742385,0.0184519594350841,0.0396122549871063
"Gates",2019,0.0280135097733956,0.0146168482961425,0.0502508216571527
"Graham",2019,0.0408605615448407,0.0241677526359436,0.0734569363819452
"Granville",2019,0.0248149264596397,0.0166272355773208,0.0359020068494284
"Greene",2019,0.0176662679766482,0.0112962171911339,0.0268178366320186
"Guilford",2019,0.0183216821737463,0.0121077621031547,0.026280264867622
"Halifax",2019,0.0315790781843631,0.0211152769446111,0.0459713057388522
"Harnett",2019,0.0276575123551215,0.0194370697770195,0.038662521327293
"Haywood",2019,0.0348204518831138,0.0233961037919027,0.054688126835374
"Henderson",2019,0.0172689533883509,0.0110290673411857,0.028070892630539
"Hertford",2019,0.0410500739113908,0.0249609325505765,0.0654643747096338
"Hoke",2019,0.0188554441105116,0.0124923054640258,0.0276460151356049
"Hyde",2019,0.0235609074336642,0.0127607859023699,0.0413206400648167
"Iredell",2019,0.0216884019229288,0.0156592741713695,0.0298945029316964
"Jackson",2019,0.0266259228913469,0.0162951203969229,0.0457235195047567
"Johnston",2019,0.0214379962644323,0.0151332288775622,0.0298847801890713
"Jones",2019,0.0319313621403546,0.0204904979297165,0.0485189510563754
"Lee",2019,0.037702460382978,0.0251541786043801,0.0558927790996941
"Lenoir",2019,0.0300074550036641,0.0200892777350802,0.043075390087401
"Lincoln",2019,0.0224432813461695,0.0157471170930543,0.0322490738697727
"Macon",2019,0.0215860812092141,0.0144730604049306,0.0327681410006135
"Madison",2019,0.0229668627901632,0.0132383360147093,0.0407733854286371
"Martin",2019,0.0237783734402852,0.014349376114082,0.0401080659536542
"McDowell",2019,0.0409913475828307,0.0277340676632573,0.0592933167234898
"Mecklenburg",2019,0.0112750275587289,0.00728410527794689,0.0168451154404533
"Mitchell",2019,0.043801216252339,0.0317428495054798,0.0644897754611066
"Montgomery",2019,0.0361302358959261,0.0253928531998675,0.0505290177749972
"Moore",2019,0.031303169111816,0.0229279837430611,0.0422883624107851
"Nash",2019,0.023170027996352,0.0159706462491251,0.0332141190693334
"New Hanover",2019,0.0378098744844822,0.0234179415113894,0.058411949350245
"Northampton",2019,0.0160409998460196,0.00944413078068059,0.0259713596468716
"Onslow",2019,0.0234587668866009,0.0152218118804878,0.034419868847821
"Orange",2019,0.0169266595274657,0.0111735229936151,0.0246169414585522
"Pamlico",2019,0.0428377337733773,0.0234952066635235,0.0729235423542354
"Pasquotank",2019,0.0395634014664524,0.0204901566894335,0.072672885697067
"Pender",2019,0.0325228385664447,0.0231521566761814,0.044703853472883
"Perquimans",2019,0.0192449305503974,0.00928284929064845,0.0366188813785932
"Person",2019,0.034057703216004,0.0228152696885287,0.0496074955684984
"Pitt",2019,0.0344633234112713,0.0242277666508061,0.0479689280853371
"Polk",2019,0.0182968345879174,0.0109534838834202,0.0316541208260953
"Randolph",2019,0.0317308212741966,0.022252674587762,0.0441787258034204
"Richmond",2019,0.0434457360190948,0.0319207432688661,0.0592256128845167
"Robeson",2019,0.0447709037320574,0.0310574162679426,0.0637399043062201
"Rockingham",2019,0.0311724107240963,0.0211622349192396,0.0452150862542578
"Rowan",2019,0.0312974192049997,0.0218521268509656,0.0439877048026575
"Rutherford",2019,0.0192230721031195,0.0130988079786361,0.0293458801414313
"Sampson",2019,0.0190311706096237,0.0131585367773213,0.0269163872755033
"Scotland",2019,0.0353086149958361,0.0243510036470149,0.0507136088217557
"Stanly",2019,0.0327027385918543,0.0230547240709486,0.0454904786166927
"Stokes",2019,0.0271196924831655,0.0181395450856529,0.0402272378320283
"Surry",2019,0.0302129403897859,0.0205898332474263,0.0440776367663653
"Swain",2019,0.0470285263821736,0.0316726228014855,0.0760300609627916
"Transylvania",2019,0.028477388396103,0.0182630507488731,0.0463290679075178
"Tyrrell",2019,0.0202487549800797,0.00946215139442231,0.039093625498008
"Union",2019,0.0124984820248563,0.00816729828774405,0.0183860101142755
